labels,mm_x,mm_y,mm_z,surfmm_x,surfmm_y,surfmm_z,vox_x,vox_y,vox_z,roi,roiNum
RA6,20.859649122807014,12.859649122807014,57.40350877192982,21.859649122807014,29.859649122807014,38.40350877192982,106,89,157,ctx-rh-superiorfrontal,2028.0
RA7,23.04761904761905,12.190476190476204,63.04761904761905,24.04761904761905,29.190476190476204,44.04761904761905,103,83,157,ctx-rh-superiorfrontal,2028.0
RB3,23.311475409836063,-1.8360655737704972,43.278688524590166,24.311475409836063,15.163934426229504,24.27868852459017,103,103,143,ctx-rh-caudalmiddlefrontal,2003.0
RB4,25.873239436619716,-3.309859154929569,47.929577464788736,26.873239436619716,13.690140845070433,28.929577464788736,101,99,141,ctx-rh-caudalmiddlefrontal,2003.0
RB5,26.32584269662921,-5.224719101123583,55.62921348314608,27.32584269662921,11.775280898876415,36.62921348314608,100,91,139,ctx-rh-superiorfrontal,2028.0
RB6,28.4390243902439,-6.573170731707307,61.109756097560975,29.4390243902439,10.426829268292693,42.109756097560975,98,85,138,ctx-rh-superiorfrontal,2028.0
RC1,11.35714285714286,-8.053571428571416,37.35714285714286,12.35714285714286,8.946428571428584,18.35714285714286,115,109,136,ctx-rh-superiorfrontal,2028.0
RC2,13.299999999999995,-8.699999999999989,44.86666666666666,14.299999999999995,8.300000000000011,25.86666666666666,113,102,136,ctx-rh-paracentral,2017.0
RC3,14.028571428571423,-9.914285714285713,53.6,15.028571428571423,7.085714285714289,34.599999999999994,112,93,135,ctx-rh-superiorfrontal,2028.0
RC4,15.0,-11.0625,60.125,16.0,5.9375,41.125,112,86,133,ctx-rh-superiorfrontal,2028.0
RC5,17.875,-13.625,65.4375,18.875,3.375,46.4375,109,81,131,ctx-rh-precentral,2024.0
RC6,18.10714285714286,-15.214285714285722,70.85714285714286,19.10714285714286,1.7857142857142776,51.85714285714286,108,76,129,ctx-rh-precentral,2024.0
RC7,17.35714285714286,-15.10714285714286,73.85714285714286,18.35714285714286,1.8928571428571388,54.85714285714286,109,73,129,ctx-rh-precentral,2024.0
RD2,29.942857142857136,-15.342857142857156,38.28571428571429,30.942857142857136,1.6571428571428442,19.28571428571429,97,108,129,ctx-rh-precentral,2024.0
RD3,35.70731707317073,-13.658536585365852,40.39024390243903,36.70731707317073,3.3414634146341484,21.390243902439025,91,106,131,ctx-rh-precentral,2024.0
RD4,39.903225806451616,-12.64516129032259,42.96774193548387,40.903225806451616,4.354838709677409,23.967741935483872,87,104,132,ctx-rh-precentral,2024.0
RD5,43.54285714285714,-10.800000000000011,43.51428571428572,44.54285714285714,6.199999999999989,24.51428571428572,83,103,134,ctx-rh-precentral,2024.0
RD6,48.475,-8.875,46.125,49.475,8.125,27.125,78,100,136,ctx-rh-precentral,2024.0
RD7,52.4186046511628,-8.767441860465112,50.04651162790698,53.4186046511628,8.232558139534888,31.04651162790698,74,96,136,ctx-rh-precentral,2024.0
RE1,5.781609195402297,-0.7241379310344769,44.62068965517241,6.781609195402297,16.275862068965523,25.620689655172413,121,102,144,ctx-rh-superiorfrontal,2028.0
RE2,11.48148148148148,-1.2962962962963047,44.37037037037037,12.48148148148148,15.703703703703695,25.370370370370367,115,102,143,ctx-rh-superiorfrontal,2028.0
RE4,23.311475409836063,-1.8360655737704972,43.278688524590166,24.311475409836063,15.163934426229504,24.27868852459017,103,103,143,ctx-rh-caudalmiddlefrontal,2003.0
RE5,28.44776119402985,0.2089552238805936,42.537313432835816,29.44776119402985,17.208955223880594,23.537313432835816,98,104,145,ctx-rh-caudalmiddlefrontal,2003.0
RE6,34.57407407407408,1.037037037037038,40.62962962962963,35.57407407407408,18.03703703703704,21.629629629629637,92,106,146,ctx-rh-precentral,2024.0
RE7,40.22641509433963,-0.4905660377358458,39.67924528301887,41.22641509433963,16.509433962264154,20.679245283018872,86,107,144,ctx-rh-precentral,2024.0
RE8,46.11111111111112,-2.8888888888888857,39.28888888888889,47.11111111111112,14.111111111111114,20.28888888888889,80,107,142,ctx-rh-precentral,2024.0
RE9,51.67567567567568,-4.351351351351354,40.43243243243244,52.67567567567568,12.648648648648646,21.432432432432435,75,106,140,ctx-rh-precentral,2024.0
RE10,56.09756097560975,-5.853658536585357,41.170731707317074,57.09756097560975,11.146341463414643,22.170731707317078,70,105,139,ctx-rh-postcentral,2022.0
RE11,60.53846153846153,-6.65384615384616,40.65384615384616,61.53846153846153,10.34615384615384,21.65384615384616,66,106,138,ctx-rh-postcentral,2022.0
RF3,27.263157894736835,-22.49122807017544,48.40350877192982,28.263157894736835,-5.491228070175438,29.403508771929825,99,98,122,ctx-rh-precentral,2024.0
RF4,30.52,-21.340000000000003,52.72,31.52,-4.340000000000003,33.72,96,94,123,ctx-rh-precentral,2024.0
RF5,33.676923076923075,-23.292307692307688,58.70769230769231,34.676923076923075,-6.292307692307688,39.70769230769231,93,88,121,ctx-rh-precentral,2024.0
RF6,36.88333333333334,-24.516666666666666,63.0,37.88333333333334,-7.516666666666666,44.0,90,84,120,ctx-rh-postcentral,2022.0
RF7,39.03030303030303,-24.787878787878785,66.51515151515152,40.03030303030303,-7.787878787878782,47.51515151515152,87,80,120,ctx-rh-postcentral,2022.0
RG1,20.20754716981132,-31.0377358490566,36.33962264150944,21.20754716981132,-14.037735849056602,17.339622641509436,106,110,113,ctx-rh-paracentral,2017.0
RG2,20.200000000000003,-32.72,43.3,21.200000000000003,-15.72,24.3,106,103,112,ctx-rh-paracentral,2017.0
RG3,20.372881355932208,-34.932203389830505,50.03389830508475,21.372881355932208,-17.932203389830505,31.033898305084747,106,96,110,ctx-rh-superiorparietal,2029.0
RG4,20.90000000000001,-37.120000000000005,55.7,21.90000000000001,-20.120000000000005,36.7,106,91,107,ctx-rh-superiorparietal,2029.0
RG5,20.16129032258064,-38.935483870967744,61.70967741935483,21.16129032258064,-21.935483870967744,42.70967741935483,106,85,106,ctx-rh-superiorparietal,2029.0
RG6,19.77777777777777,-40.92592592592592,67.51851851851852,20.77777777777777,-23.925925925925924,48.51851851851852,107,79,104,ctx-rh-superiorparietal,2029.0
RG7,20.954545454545453,-42.5,72.5,21.954545454545453,-25.5,53.5,106,74,102,ctx-rh-superiorparietal,2029.0
RH6,39.45,-6.449999999999989,31.3,40.45,10.550000000000011,12.299999999999995,87,115,138,ctx-rh-precentral,2024.0
RH7,44.19230769230769,-8.230769230769226,29.961538461538467,45.19230769230769,8.769230769230774,10.961538461538469,82,117,136,ctx-rh-precentral,2024.0
RH8,48.647058823529406,-9.85294117647058,29.67647058823529,49.647058823529406,7.14705882352942,10.67647058823529,78,117,135,ctx-rh-postcentral,2022.0
RH9,53.47222222222223,-11.638888888888886,27.97222222222223,54.47222222222223,5.361111111111114,8.972222222222229,73,119,133,ctx-rh-supramarginal,2031.0
RH10,57.7741935483871,-13.451612903225794,25.032258064516128,58.7741935483871,3.5483870967742064,6.032258064516128,69,121,131,ctx-rh-supramarginal,2031.0
RH11,61.24242424242425,-15.909090909090908,24.15151515151516,62.24242424242425,1.0909090909090935,5.151515151515156,65,122,129,ctx-rh-supramarginal,2031.0
RH12,66.12121212121212,-18.727272727272734,24.75757575757575,67.12121212121212,-1.7272727272727335,5.757575757575751,60,122,126,ctx-rh-supramarginal,2031.0
LA3,-16.241379310344826,-8.0,-13.379310344827587,-15.241379310344826,9.0,-32.37931034482759,143,160,137,Left-Amygdala,18.0
LA4,-20.71428571428572,-7.785714285714278,-12.64285714285714,-19.71428571428572,9.214285714285722,-31.64285714285714,147,159,137,Left-Amygdala,18.0
LA5,-25.07407407407408,-7.8148148148148096,-12.148148148148152,-24.07407407407408,9.18518518518519,-31.148148148148152,152,159,137,Left-Amygdala,18.0
LA6,-29.634146341463406,-6.658536585365852,-13.317073170731703,-28.634146341463406,10.341463414634148,-32.3170731707317,156,160,138,Left-Putamen,12.0
LA7,-34.68571428571428,-5.657142857142844,-13.97142857142856,-33.68571428571428,11.342857142857156,-32.97142857142856,161,160,139,ctx-lh-insula,1035.0
LA8,-39.55813953488371,-4.790697674418595,-13.83720930232559,-38.55813953488371,12.209302325581405,-32.83720930232559,166,160,140,ctx-lh-superiortemporal,1030.0
LA9,-44.97368421052633,-4.0,-14.0,-43.97368421052633,13.0,-33.0,171,161,141,ctx-lh-superiortemporal,1030.0
LA10,-49.83333333333334,-3.416666666666657,-13.194444444444455,-48.83333333333334,13.583333333333345,-32.19444444444446,176,160,141,ctx-lh-superiortemporal,1030.0
LA11,-54.34782608695653,-4.0869565217391255,-12.565217391304344,-53.34782608695653,12.913043478260876,-31.565217391304344,181,159,140,ctx-lh-superiortemporal,1030.0
LA12,-56.585365853658544,-6.024390243902445,-8.536585365853654,-55.585365853658544,10.975609756097557,-27.536585365853654,183,155,138,ctx-lh-superiortemporal,1030.0
LB2,-17.879999999999995,-19.08,-16.75999999999999,-16.879999999999995,-2.0799999999999983,-35.75999999999999,144,163,125,Left-Hippocampus,17.0
LB3,-22.066666666666663,-18.96666666666667,-16.53333333333333,-21.066666666666663,-1.9666666666666688,-35.53333333333333,149,163,126,Left-Hippocampus,17.0
LB4,-26.545454545454533,-19.181818181818187,-16.5,-25.545454545454533,-2.181818181818187,-35.5,153,163,125,Left-Hippocampus,17.0
LB5,-30.879999999999995,-19.599999999999994,-16.360000000000014,-29.879999999999995,-2.5999999999999943,-35.360000000000014,157,163,125,Left-Hippocampus,17.0
LB6,-35.67391304347825,-18.434782608695656,-16.717391304347814,-34.67391304347825,-1.434782608695656,-35.717391304347814,162,163,126,Left-Hippocampus,17.0
LB7,-41.875,-16.35714285714286,-14.73214285714286,-40.875,0.6428571428571388,-33.73214285714286,168,161,128,ctx-lh-superiortemporal,1030.0
LB8,-47.5151515151515,-14.0,-13.878787878787875,-46.5151515151515,3.0,-32.878787878787875,174,160,131,ctx-lh-superiortemporal,1030.0
LB9,-51.74074074074073,-12.555555555555545,-12.666666666666655,-50.74074074074073,4.444444444444457,-31.666666666666657,178,159,132,ctx-lh-superiortemporal,1030.0
LB10,-56.18518518518519,-12.259259259259268,-10.333333333333345,-55.18518518518519,4.740740740740733,-29.333333333333343,183,157,132,ctx-lh-superiortemporal,1030.0
LB11,-57.72727272727272,-12.72727272727272,-6.0,-56.72727272727272,4.2727272727272805,-25.0,184,153,132,ctx-lh-superiortemporal,1030.0
LB12,-58.84210526315789,-13.52631578947367,-1.7368421052631504,-57.84210526315789,3.4736842105263293,-20.73684210526315,185,148,131,ctx-lh-superiortemporal,1030.0
LC1,-32.03333333333333,20.46666666666667,-32.83333333333334,-31.03333333333333,37.46666666666667,-51.83333333333334,159,179,165,ctx-lh-temporalpole,1033.0
LC2,-35.086956521739125,16.956521739130437,-32.782608695652186,-34.086956521739125,33.95652173913044,-51.782608695652186,162,179,161,ctx-lh-temporalpole,1033.0
LC3,-36.41176470588235,13.823529411764696,-31.58823529411765,-35.41176470588235,30.823529411764696,-50.58823529411765,163,178,158,ctx-lh-temporalpole,1033.0
LC4,-38.29411764705881,10.882352941176464,-28.176470588235304,-37.29411764705881,27.882352941176464,-47.1764705882353,165,175,155,ctx-lh-superiortemporal,1030.0
LC5,-41.03571428571428,8.25,-26.5,-40.03571428571428,25.25,-45.5,168,173,153,ctx-lh-superiortemporal,1030.0
LC6,-44.57575757575757,4.787878787878782,-25.03030303030303,-43.57575757575757,21.787878787878785,-44.03030303030303,171,172,149,ctx-lh-superiortemporal,1030.0
LC7,-48.47058823529412,1.2352941176470722,-22.676470588235304,-47.47058823529412,18.235294117647072,-41.6764705882353,175,169,146,ctx-lh-superiortemporal,1030.0
LC8,-51.02272727272728,-2.886363636363626,-20.5,-50.02272727272728,14.113636363636374,-39.5,178,167,142,ctx-lh-superiortemporal,1030.0
LC9,-52.6046511627907,-5.534883720930225,-16.16279069767441,-51.6046511627907,11.465116279069775,-35.16279069767441,179,163,139,ctx-lh-superiortemporal,1030.0
LC10,-54.6829268292683,-8.195121951219505,-11.682926829268297,-53.6829268292683,8.804878048780495,-30.682926829268297,181,158,136,ctx-lh-superiortemporal,1030.0
LC11,-56.85714285714286,-10.321428571428584,-8.428571428571416,-55.85714285714286,6.678571428571416,-27.428571428571416,183,155,134,ctx-lh-superiortemporal,1030.0
LC12,-58.0,-11.608695652173909,-3.9130434782608745,-57.0,5.391304347826093,-22.913043478260875,185,150,133,ctx-lh-superiortemporal,1030.0
LD1,-23.44,31.319999999999997,-15.400000000000006,-22.44,48.31999999999999,-34.400000000000006,150,162,176,ctx-lh-lateralorbitofrontal,1012.0
LD2,-26.1875,30.9375,-14.0,-25.1875,47.9375,-33.0,153,161,175,ctx-lh-lateralorbitofrontal,1012.0
LD3,-28.913043478260875,30.565217391304344,-11.826086956521747,-27.913043478260875,47.56521739130434,-30.82608695652175,155,158,175,ctx-lh-lateralorbitofrontal,1012.0
LD4,-32.096774193548384,29.35483870967741,-8.580645161290334,-31.096774193548384,46.35483870967741,-27.58064516129033,159,155,174,ctx-lh-lateralorbitofrontal,1012.0
LD5,-36.5151515151515,29.121212121212125,-6.121212121212125,-35.5151515151515,46.121212121212125,-25.121212121212125,163,153,174,ctx-lh-lateralorbitofrontal,1012.0
LD6,-40.125,27.583333333333343,-1.4583333333333428,-39.125,44.58333333333334,-20.458333333333343,167,148,172,ctx-lh-parstriangularis,1020.0
LD7,-44.3125,25.59375,1.96875,-43.3125,42.59375,-17.03125,171,145,170,ctx-lh-parstriangularis,1020.0
LD8,-46.91304347826088,21.739130434782595,5.0869565217391255,-45.91304347826088,38.7391304347826,-13.913043478260876,173,141,166,ctx-lh-parstriangularis,1020.0
LD9,-48.86956521739131,20.086956521739125,8.260869565217405,-47.86956521739131,37.086956521739125,-10.739130434782597,175,138,165,ctx-lh-parsopercularis,1018.0
LD10,-51.72727272727272,19.136363636363622,12.0,-50.72727272727272,36.136363636363626,-7.0,178,135,164,ctx-lh-parsopercularis,1018.0
LD11,-53.44117647058823,16.764705882352928,16.882352941176464,-52.44117647058823,33.76470588235293,-2.117647058823536,180,130,161,ctx-lh-parsopercularis,1018.0
LD12,-54.51219512195121,13.04878048780489,21.195121951219505,-53.51219512195121,30.04878048780489,2.1951219512195053,181,125,158,ctx-lh-parsopercularis,1018.0
LE1,-38.27027027027026,-63.75675675675676,-16.756756756756744,-37.27027027027026,-46.75675675675676,-35.756756756756744,165,163,81,ctx-lh-fusiform,1007.0
LE2,-44.34883720930233,-56.44186046511628,-19.37209302325581,-43.34883720930233,-39.44186046511628,-38.372093023255815,171,166,88,ctx-lh-fusiform,1007.0
LE3,-49.52000000000001,-48.31999999999999,-20.039999999999992,-48.52000000000001,-31.319999999999997,-39.03999999999999,176,167,96,ctx-lh-inferiortemporal,1009.0
LE4,-56.48780487804879,-40.95121951219512,-18.65853658536585,-55.48780487804879,-23.951219512195124,-37.65853658536585,183,165,104,ctx-lh-inferiortemporal,1009.0
LF1,-5.566666666666663,65.6,-7.366666666666674,-4.566666666666663,82.6,-26.366666666666674,132,154,210,ctx-lh-frontalpole,1032.0
LF2,-13.483870967741922,62.548387096774206,-8.225806451612897,-12.483870967741922,79.5483870967742,-27.225806451612897,140,155,207,ctx-lh-rostralmiddlefrontal,1027.0
LF3,-22.0,58.02941176470589,-9.0,-21.0,75.02941176470588,-28.0,149,156,203,ctx-lh-rostralmiddlefrontal,1027.0
LF4,-31.18518518518519,52.14814814814815,-9.851851851851848,-30.18518518518519,69.14814814814815,-28.851851851851848,158,156,197,ctx-lh-lateralorbitofrontal,1012.0
LF5,-38.04166666666666,46.70833333333334,-10.375,-37.04166666666666,63.70833333333334,-29.375,165,157,191,ctx-lh-parsorbitalis,1019.0
LF6,-44.43589743589743,42.05128205128205,-8.589743589743591,-43.43589743589743,59.05128205128205,-27.58974358974359,171,155,187,ctx-lh-parstriangularis,1020.0
LGr1,-22.44999999999999,-98.15,-13.025000000000006,-21.44999999999999,-81.15,-32.025000000000006,149,160,46,ctx-lh-lateraloccipital,1011.0
LGr2,-31.36363636363637,-94.12121212121212,-9.424242424242436,-30.36363636363637,-77.12121212121212,-28.42424242424244,158,156,50,ctx-lh-lateraloccipital,1011.0
LGr3,-39.81818181818181,-88.45454545454545,-6.9090909090909065,-38.81818181818181,-71.45454545454545,-25.909090909090907,166,153,56,ctx-lh-lateraloccipital,1011.0
LGr4,-47.30434782608697,-81.82608695652175,-3.4565217391304373,-46.30434782608697,-64.82608695652175,-22.45652173913044,174,150,63,ctx-lh-lateraloccipital,1011.0
LGr5,-50.76744186046511,-74.83720930232558,-0.9767441860465168,-49.76744186046511,-57.837209302325576,-19.97674418604652,177,147,70,ctx-lh-lateraloccipital,1011.0
LGr6,-56.69999999999999,-63.3,2.6500000000000057,-55.69999999999999,-46.3,-16.349999999999994,183,144,81,ctx-lh-middletemporal,1015.0
LGr7,-57.5,-50.56666666666666,7.666666666666657,-56.5,-33.56666666666666,-11.333333333333345,184,139,94,ctx-lh-bankssts,1001.0
LGr8,-56.29411764705881,-43.117647058823536,9.64705882352942,-55.29411764705881,-26.117647058823536,-9.35294117647058,183,137,101,ctx-lh-bankssts,1001.0
LGr9,-22.26829268292684,-102.34146341463416,-3.121951219512198,-21.26829268292684,-85.34146341463415,-22.1219512195122,149,150,42,ctx-lh-lateraloccipital,1011.0
LGr10,-29.75757575757575,-96.27272727272728,0.9090909090909064,-28.75757575757575,-79.27272727272728,-18.090909090909093,156,146,48,ctx-lh-lateraloccipital,1011.0
LGr11,-37.8125,-89.9375,3.625,-36.8125,-72.9375,-15.375,164,143,55,ctx-lh-lateraloccipital,1011.0
LGr12,-45.903225806451616,-83.12903225806451,7.0,-44.903225806451616,-66.12903225806451,-12.0,172,140,61,ctx-lh-lateraloccipital,1011.0
LGr13,-51.17500000000001,-75.675,11.324999999999989,-50.17500000000001,-58.675,-7.675000000000011,178,135,69,ctx-lh-lateraloccipital,1011.0
LGr14,-55.0,-64.0,13.327272727272714,-54.0,-47.0,-5.672727272727286,182,133,81,ctx-lh-middletemporal,1015.0
LGr15,-56.23684210526315,-53.34210526315789,16.68421052631578,-55.23684210526315,-36.34210526315789,-2.3157894736842195,183,130,91,ctx-lh-supramarginal,1031.0
LGr16,-53.0,-45.42857142857143,17.64285714285714,-52.0,-28.42857142857143,-1.3571428571428612,180,129,99,ctx-lh-bankssts,1001.0
LGr17,-18.97826086956522,-102.80434782608695,6.739130434782595,-17.97826086956522,-85.80434782608695,-12.260869565217403,145,140,42,ctx-lh-lateraloccipital,1011.0
LGr18,-27.25,-95.79166666666666,9.916666666666655,-26.25,-78.79166666666666,-9.083333333333345,154,137,49,ctx-lh-lateraloccipital,1011.0
LGr19,-35.77777777777777,-90.38888888888889,14.166666666666655,-34.77777777777777,-73.38888888888889,-4.833333333333343,162,132,54,ctx-lh-lateraloccipital,1011.0
LGr20,-43.5151515151515,-83.9090909090909,16.75757575757575,-42.5151515151515,-66.9090909090909,-2.2424242424242493,170,130,61,ctx-lh-inferiorparietal,1008.0
LGr21,-48.31578947368422,-76.71052631578948,20.263157894736835,-47.31578947368422,-59.71052631578948,1.2631578947368354,175,126,68,ctx-lh-inferiorparietal,1008.0
LGr22,-52.91489361702128,-66.42553191489361,23.85106382978724,-51.91489361702128,-49.42553191489361,4.851063829787236,179,123,78,ctx-lh-supramarginal,1031.0
LGr23,-54.896551724137936,-54.41379310344827,26.206896551724142,-53.896551724137936,-37.41379310344827,7.206896551724142,181,120,90,ctx-lh-supramarginal,1031.0
LGr24,-55.28571428571428,-45.57142857142857,27.457142857142856,-54.28571428571428,-28.57142857142857,8.457142857142856,182,119,99,ctx-lh-supramarginal,1031.0
LGr25,-14.5,-100.78571428571428,15.785714285714278,-13.5,-83.78571428571428,-3.2142857142857224,141,131,44,ctx-lh-lateraloccipital,1011.0
LGr26,-23.34482758620689,-96.10344827586206,19.034482758620683,-22.34482758620689,-79.10344827586206,0.0344827586206832,150,127,48,ctx-lh-lateraloccipital,1011.0
LGr27,-31.43243243243242,-90.8108108108108,21.810810810810807,-30.43243243243242,-73.8108108108108,2.810810810810807,158,125,54,ctx-lh-lateraloccipital,1011.0
LGr28,-39.78787878787878,-84.87878787878788,26.575757575757574,-38.78787878787878,-67.87878787878788,7.575757575757578,166,120,60,ctx-lh-inferiorparietal,1008.0
LGr29,-45.07317073170731,-77.8048780487805,31.2439024390244,-44.07317073170731,-60.804878048780495,12.243902439024396,172,115,67,ctx-lh-inferiorparietal,1008.0
LGr30,-50.81632653061226,-69.73469387755102,34.816326530612244,-49.81632653061226,-52.734693877551024,15.816326530612244,177,112,75,ctx-lh-inferiorparietal,1008.0
LGr31,-53.35593220338984,-57.271186440677965,37.813559322033896,-52.35593220338984,-40.271186440677965,18.813559322033896,180,109,87,ctx-lh-supramarginal,1031.0
LGr32,-55.92592592592592,-46.11111111111112,37.96296296296296,-54.92592592592592,-29.111111111111114,18.96296296296296,182,109,98,ctx-lh-supramarginal,1031.0
LGr33,-45.54545454545453,18.24242424242425,-21.212121212121215,-44.54545454545453,35.24242424242425,-40.21212121212122,172,168,163,ctx-lh-superiortemporal,1030.0
LGr35,-50.7741935483871,10.35483870967741,-3.032258064516128,-49.7741935483871,27.35483870967741,-22.032258064516128,177,150,155,ctx-lh-parsopercularis,1018.0
LGr36,-54.26666666666668,3.966666666666669,6.666666666666657,-53.26666666666668,20.96666666666667,-12.333333333333345,181,140,148,ctx-lh-precentral,1024.0
LGr37,-53.96666666666667,-4.23333333333332,14.133333333333326,-52.96666666666667,12.76666666666668,-4.866666666666674,180,132,140,ctx-lh-precentral,1024.0
LGr38,-53.33333333333334,-11.948717948717956,22.128205128205124,-52.33333333333334,5.051282051282044,3.128205128205124,180,124,133,ctx-lh-postcentral,1022.0
LGr39,-51.741935483870975,-16.870967741935488,30.225806451612897,-50.741935483870975,0.1290322580645124,11.225806451612897,178,116,128,ctx-lh-postcentral,1022.0
LGr40,-53.09756097560975,-22.731707317073173,38.63414634146342,-52.09756097560975,-5.731707317073173,19.63414634146342,180,108,122,ctx-lh-postcentral,1022.0
LGr41,-46.79310344827587,12.68965517241378,-27.31034482758622,-45.79310344827587,29.68965517241378,-46.31034482758622,173,174,157,ctx-lh-superiortemporal,1030.0
LGr42,-52.26666666666668,6.866666666666674,-19.19999999999999,-51.26666666666668,23.866666666666674,-38.19999999999999,179,166,151,ctx-lh-superiortemporal,1030.0
LGr43,-55.0,1.960000000000008,-10.599999999999994,-54.0,18.960000000000008,-29.599999999999994,182,157,146,ctx-lh-superiortemporal,1030.0
LGr44,-55.7741935483871,-4.580645161290335,-1.5806451612903345,-54.7741935483871,12.419354838709666,-20.58064516129033,182,148,140,ctx-lh-superiortemporal,1030.0
LGr45,-54.63157894736841,-11.57894736842104,5.473684210526329,-53.63157894736841,5.421052631578959,-13.52631578947367,181,141,133,ctx-lh-transversetemporal,1034.0
LGr46,-54.39473684210526,-17.921052631578945,15.73684210526315,-53.39473684210526,-0.9210526315789452,-3.2631578947368496,181,131,127,ctx-lh-postcentral,1022.0
LGr47,-53.7391304347826,-23.34782608695652,22.34782608695652,-52.7391304347826,-6.347826086956516,3.347826086956516,180,124,121,ctx-lh-supramarginal,1031.0
LGr48,-54.92592592592592,-29.66666666666667,30.370370370370367,-53.92592592592592,-12.666666666666671,11.370370370370368,181,116,115,ctx-lh-supramarginal,1031.0
LGr49,-40.19999999999999,8.633333333333326,-40.03333333333333,-39.19999999999999,25.63333333333333,-59.03333333333333,167,187,153,ctx-lh-middletemporal,1015.0
LGr50,-48.525000000000006,5.125,-34.849999999999994,-47.525000000000006,22.125,-53.85,175,181,150,ctx-lh-middletemporal,1015.0
LGr51,-54.22727272727272,-0.5227272727272805,-28.045454545454533,-53.22727272727272,16.47727272727272,-47.04545454545453,181,175,144,ctx-lh-middletemporal,1015.0
LGr52,-55.85365853658536,-7.317073170731703,-19.365853658536597,-54.85365853658536,9.682926829268297,-38.365853658536594,182,166,137,ctx-lh-superiortemporal,1030.0
LGr53,-58.21428571428572,-12.35714285714286,-8.964285714285722,-57.21428571428572,4.642857142857139,-27.96428571428572,185,155,132,ctx-lh-superiortemporal,1030.0
LGr54,-59.25,-18.125,-1.0833333333333428,-58.25,-1.125,-20.083333333333343,186,148,126,ctx-lh-superiortemporal,1030.0
LGr55,-57.69230769230768,-25.307692307692307,5.730769230769226,-56.69230769230768,-8.307692307692307,-13.269230769230774,184,141,119,ctx-lh-superiortemporal,1030.0
LGr56,-55.25,-31.15625,12.25,-54.25,-14.15625,-6.75,182,134,113,ctx-lh-superiortemporal,1030.0
LGr57,-37.37931034482759,1.172413793103459,-42.75862068965517,-36.37931034482759,18.17241379310346,-61.75862068965517,164,189,146,ctx-lh-inferiortemporal,1009.0
LGr58,-45.32142857142858,-2.1785714285714164,-40.10714285714286,-44.32142857142858,14.821428571428584,-59.10714285714286,172,187,142,ctx-lh-middletemporal,1015.0
LGr59,-52.21951219512195,-8.243902439024396,-34.07317073170731,-51.21951219512195,8.756097560975604,-53.07317073170731,179,181,136,ctx-lh-middletemporal,1015.0
LGr60,-55.0,-14.384615384615389,-25.519230769230774,-54.0,2.615384615384613,-44.51923076923077,182,172,130,ctx-lh-middletemporal,1015.0
LGr61,-59.64516129032259,-20.0,-15.612903225806464,-58.64516129032259,-3.0,-34.61290322580646,186,162,125,ctx-lh-superiortemporal,1030.0
LGr62,-59.93103448275863,-22.48275862068965,-5.241379310344826,-58.93103448275863,-5.482758620689651,-24.241379310344826,186,152,122,ctx-lh-superiortemporal,1030.0
LGr64,-58.882352941176464,-36.23529411764706,7.823529411764696,-57.882352941176464,-19.235294117647054,-11.176470588235304,185,139,108,ctx-lh-superiortemporal,1030.0
LA1,-15.777777777777771,-2.666666666666657,-17.740740740740733,-14.777777777777771,14.333333333333345,-36.74074074074073,142,164,142,Left-Amygdala,18.0
LA2,-20.3125,-5.25,-18.21875,-19.3125,11.75,-37.21875,147,165,139,Left-Amygdala,18.0
LA3,-24.54761904761904,-8.071428571428584,-17.690476190476204,-23.54761904761904,8.928571428571416,-36.69047619047621,151,164,136,Left-Amygdala,18.0
LA4,-28.639999999999983,-11.0,-18.16,-27.639999999999983,6.0,-37.16,155,165,134,Left-Amygdala,18.0
LA5,-32.051282051282044,-14.743589743589752,-17.666666666666657,-31.051282051282044,2.2564102564102484,-36.66666666666666,159,164,130,Left-Hippocampus,17.0
LA6,-35.9655172413793,-17.34482758620689,-17.31034482758622,-34.9655172413793,-0.3448275862068897,-36.31034482758622,162,164,127,ctx-lh-fusiform,1007.0
LA7,-41.25641025641025,-19.461538461538467,-15.461538461538453,-40.25641025641025,-2.461538461538467,-34.46153846153845,168,162,125,ctx-lh-fusiform,1007.0
LA8,-47.21621621621623,-20.459459459459453,-14.810810810810809,-46.21621621621623,-3.4594594594594525,-33.81081081081081,174,161,124,ctx-lh-middletemporal,1015.0
LB1,-21.323529411764696,-18.058823529411768,-24.176470588235304,-20.323529411764696,-1.058823529411768,-43.1764705882353,148,171,126,Left-Hippocampus,17.0
LB2,-25.5,-21.941176470588232,-22.97058823529412,-24.5,-4.941176470588232,-41.97058823529412,152,169,123,Left-Hippocampus,17.0
LB3,-30.739130434782595,-26.130434782608702,-21.913043478260875,-29.739130434782595,-9.130434782608702,-40.91304347826088,157,168,118,ctx-lh-parahippocampal,1016.0
LB4,-35.0,-29.375,-19.75,-34.0,-12.375,-38.75,162,166,115,ctx-lh-fusiform,1007.0
LB5,-38.086956521739125,-31.52173913043478,-18.17391304347825,-37.086956521739125,-14.52173913043478,-37.17391304347825,165,165,113,ctx-lh-fusiform,1007.0
LB6,-42.53571428571428,-34.89285714285714,-17.64285714285714,-41.53571428571428,-17.89285714285714,-36.64285714285714,169,164,110,ctx-lh-inferiortemporal,1009.0
